filename,report_type,has_sustainability_section
Mahindra__Mahindra_Limited_Mahindra-Report-2015-16_s7xi5hyd.pdf,integrated report,True
Columbia_Banking_System_Inc__-Old_Annual20Progress20Report202022-23_huqi1n89.pdf,integrated report,True
Brandywine_Realty_Trust_Annual_Sustainability_Report_it1eprfh.pdf,sustainability report,True
CK_Life_Sciences_InternationalHoldingsInc_SustainabilityReport2022_g1ewyl6q.pdf,integrated report,True
Bausch_Health_Cos_Inc_BauschHealthCSRReport2021_7y1tjhz2.pdf,integrated report,True
The_Allstate_Corporation_allstate-summary-annual-report-2010_jpvfd20s.pdf,other,False
National_Grid_plc_download_us0uqoqk.pdf,integrated report,True
Adecco_Group_AG_The-Adecco-Group-2018-Sustainability-Report_vwbxgyc4.pdf,integrated report,True
Indian_Hotels_Co_Ltd_5008500312_lix4o3de.pdf,annual report,False
Chiyoda_Co_Ltd_csr_digest2016_e_1_6j1hq8v9.pdf,integrated report,True
Blue_Star_Ltd_2020-Sustainability-Report_dizocwrc.pdf,sustainability report,True
Sopra_Steria_Group_SA_2013-reference-document_x7h4etxh.pdf,integrated report,True
South_Jersey_Gas_Co_SJI-ESG-2021AnnualReport_7ij0fees.pdf,integrated report,True
Levi_Strauss__Co_IMPROVING-BUSINESS-PERFORMANCE-THROUGH-GENDER-EQUALITY_OCT-2017_FINAL_21u8iorg.pdf,sustainability report,True
Alsea_SA_De_CV_Mexico_alsea_annual_report_2016_efgnhxn2.pdf,annual report,True
Technicolor_SA_technicolor_annual_report_2011_kbdkwrbz.pdf,annual report,False
Tech_Mahindra_Ltd_Integrated-Report-19_vfu2tql9.pdf,integrated report,True
Unknown_80th_year_history_en_cq5dukmi.pdf,other,False
Unknown_2022_tx_konzern_annual-report_en_9t97h9br.pdf,annual report,False
Unknown_2021_Integrated_Annual_Report_22-5017_3q757xhr.pdf,integrated report,True
Shriram_Transport_Finance_Company_Ltd_STFC_AR_2019-20_t2ozsd06.pdf,integrated report,True
Hainan_Airlines_Holding_Co_Ltd_HNA_CSR-Report_2016_EN_vokxnm18.pdf,sustainability report,True
Unknown_18068976dae00000834d_rc1svlrs.pdf,integrated report,True
Shriram_Transport_Finance_Company_Ltd_STFC_AR_2020-21_9tkqfk8e.pdf,integrated report,True
Unknown_202021SAR_is960k1i.pdf,sustainability report,True
Suedzucker_AG_MannheimOchsenfurt_2018-19_Annual_Report_ip4sp9tb.pdf,annual report,True
Breedon_Group_PLC_LSE_BREEL_2016_aveg85f3.pdf,annual report,False
Unilever_PLC_es-sustainable-development-report-2006_k5dci7bl.pdf,integrated report,True
Posco_Chemical_Co_Ltd_posco_report_2015_69j4ovfl.pdf,integrated report,True
Unknown_2022033001898_ynpb7o19.pdf,integrated report,True
Signify_Health_Inc_signify-annual-report-2018_tudwfmpy.pdf,integrated report,True
Daido_Kogyo_Co_Ltd_2022_viewing_9oijjwul.pdf,integrated report,True
Novartis_AG_novartis-cr-performance-report-2016_2cyoekkc.pdf,integrated report,True
Unknown_2021-ESG-Report_bgyvvgnn.pdf,sustainability report,True
Unknown_2022-assurant-esg_0vxs5cs9.pdf,sustainability report,True
Storebrand_ASA_2014-annual-report-storebrand-livsforsikring_68f32zbn.pdf,annual report,False
Unknown_230523_STO_Sustainability_Report_2022_EnglishUK_p00082dp.pdf,sustainability report,True
Frontera_Energy_Corporation_PRE-150120-2014-AIF_io0tnp3h.pdf,annual report,False
Telenor_ASA_Telenor20Annual20Report202021_hnxlbva9.pdf,integrated report,True
Dongwon_Systems_Corp_230728_eng_m3oi2q0z.pdf,sustainability report,True
Coupa_Software_Inc_Coupa_ESG_Report_6s8h4phm.pdf,integrated report,True
Subaru_Enterprise_Co_Ltd_subaru_sustainability_report2021_all_3jjbmiyj.pdf,sustainability report,True
BOC_Aviation_Ltd_2022-Annual-Report---EN_778328w9.pdf,annual report,True
SBI_Life_Insurance_Company_Limited_business-responsibility-report_1wlsp07r.pdf,integrated report,True
Unknown_ACCESS-HOLDINGS-PLCS-ANNUAL-REPORT_compressed_nsythscx.pdf,integrated report,True
Compagnie_Plastic_Omnium_SE_plastic-omnium-universal-registration-document-2022-en_l9hbqlub.pdf,integrated report,True
Tsingtao_Brewery_Co_Ltd_2011e_mnvbavxy.pdf,sustainability report,True
Unknown_756790v10WP0P000Management0Vol0I0II_n8eawnmb.pdf,other,True
Exelon_Corp_dwnld_Exelon_CSR201_eo6gewce.pdf,integrated report,True
Nihon_Kohden_Corp_NKreport2019E_mfecmee2.pdf,integrated report,True
Hansae_Yes24_Holdings_Co_Ltd_HANSAE20YES2420HOLDINGS20ESG20REPORT202022_th5kzsfk.pdf,other,False
Unknown_2023042802842_01robzpu.pdf,integrated report,True
Nedbank_Ltd_2014_Nedbank_Group_Integrated_Report_p1f16p1v.pdf,integrated report,True
Muthoot_Finance_Ltd_Muthoot-AR-2019-20_8wrdowfl.pdf,integrated report,True
Unknown_125973890_eq6xdle8.pdf,other,True
Deere_John_Capital_Corp_sustainability-report-2022_mtqto1pw.pdf,integrated report,True
Unknown_2023-Sustainability-Spotlight-UK-and-Ireland_kkxn98cv.pdf,sustainability report,True
Unknown_2022-Sustainability-Report_cewwr678.pdf,sustainability report,True
Citic_Press_Corporation_20230420541838_m349nncx.pdf,annual report,True
DOF_ASA_dof-subsea-annual-report-2018_2ttj7npy.pdf,annual report,False
Fresenius_Medical_Care_AG_Co_KGAA_FMC_Annual_Report_2010_en_lwdzl2ae.pdf,annual report,False
Unknown_1209493361_oagrll1p.pdf,sustainability report,True
BANDAI_NAMCO_Holdings_Inc_en_2015_socialreport_yoox8j0o.pdf,sustainability report,True
Maruha_Nichiro_Corp_medium-term_management_strategy_qcghobt1.pdf,sustainability report,True
Tiong_Seng_Holdings_Ltd_14374e32-f551-4759-b453-d8d5e093308d_0fw75wno.pdf,integrated report,True
Jindal_Steel__Power_Ltd_1691474039jspl-annual-report-2022-23_yku58inw.pdf,integrated report,True
Brookdale_Senior_Living_Inc_Brookdale-Sust-Report-2016-Final_86ug6d8q.pdf,sustainability report,True
Bavaria_Sa_informe-ds-2015-resumen-eng_final-2_8atrqz4r.pdf,sustainability report,True
Serinus_Energy_Plc_Serinus-annual-report-2020-low-res_eu7t3guw.pdf,annual report,True
Access_Co_Ltd_ge-healthcare-sustainability-report-2022_00sag3nc.pdf,sustainability report,True
Unknown_20210301_quad_report_ybomgp6w.pdf,other,False
Scania_AB_Y_2008_e_oj27jgmh.pdf,annual report,False
Marico_Ltd_Annual_Report_2013-14_9prghujc.pdf,annual report,False
888_Holdings_888_Holdings_PLC_Annual_Report__Accounts_2022_4ya4gkz2.pdf,integrated report,True
Transat_AT_Inc_CLIMATE_RELATED_DISCLOSURE_REPORT_2021pdf_tsdn1ib8.pdf,sustainability report,True
Trelleborg_AB_er_2000_1molwxfr.pdf,sustainability report,True
Delivery_Hero_AG_DE000A2E4K43-JA-2021-EQ-E-01_0gxdr6qa.pdf,integrated report,True
Morimatsu_International_Holdings_Company_Limited_84466_xxuei967.pdf,integrated report,True
Unknown_33109_CSR_reporting_2011_pkagej84.pdf,sustainability report,True
Serco_Group_PLC_LSE_SRP_2013_vmv2xwie.pdf,annual report,False
Loews_Corp_1432_n0kt6rb5.pdf,integrated report,True
Unknown_4_ntm6toug.pdf,integrated report,True
Unknown_2018_OTE_GROUP_SUSTAINABILITY_REPORT_2018_EN_0ldm3mqn.pdf,sustainability report,True
Nihon_Nohyaku_Co_Ltd_000003936_h9jse80i.pdf,sustainability report,True
Unknown_2021-Sustainability-Report__wjlsjnwg.pdf,sustainability report,True
Unknown_41199248_1sqy0n7r.pdf,other,False
OrthoPediatrics_Corp_8466afce-fc04-4975-a3c0-05869435845b_efkxlfo6.pdf,other,False
Jubilant_Foodworks_Ltd_131akmfile-JFL_Annual_Report_2018_19_4sp9tbot.pdf,other,False
Invicta_Holdings_Limited_INTEGRATED20ANNUAL20REPORT20MARCH202021_16ljtvtc.pdf,integrated report,True
Unknown_2022042600127_tx5yf4ru.pdf,integrated report,True
Harrow_Inc_fd581769-e013-4d6e-9f57-302b0a1ff8dd_wdpe6v2w.pdf,integrated report,True
Kadant_Inc_Kadant_2021_Corporate_Sustainabilty_Report_uaegxodl.pdf,sustainability report,True
Pininfarina_SPA_Torino_PF-SpA-2020-Non-Financial-Statement_yg1uu30d.pdf,integrated report,True
Unknown_2022-Corporate-Governance-Report-EN_formatted_fsyzyoox.pdf,integrated report,True
Scania_AB_scania-annual-and-sustainability-report-2021-final_l3nwhxfi.pdf,integrated report,True
DKK_Co_Ltd_c81c25d3-750d-45cc-b6e5-e8c19e7ac3f0_8r5tzqn7.pdf,integrated report,True
Breville_Group_Ltd_ASX_BRG_2014_fk8exknr.pdf,annual report,False
Unknown_2021-sustainability-report_uyaz83rm.pdf,sustainability report,True
Kenmare_Resources_PLC_LSE_KMR_2015_umqw6rq1.pdf,annual report,False
Regions_Financial_Corp_Sustainability_Report_bf6anbkc.pdf,integrated report,True
FHC_Holdings_Corp_5c7091c882ed4dce86cafc75af3da04b_peq6xdle.pdf,integrated report,True
PT_Cisarua_Mountain_Dairy_CMRY_SR202021_FINAL_t0thx4qm.pdf,sustainability report,True
Unknown_48423-001-xarr-en_ykg3krvr.pdf,other,True
Altius_Minerals_Corp_altius-sustainability-report-2022_ei7r58ks.pdf,integrated report,True
CMIC_Holdings_Co_Ltd_CMIC_2022_BA-Report_web_kteaqqs5.pdf,integrated report,True
Unknown_2016_schaeffler_sustainability_report_en_hp60o4nl.pdf,integrated report,True
Takeda_Pharmaceutical_Co_Ltd_ar2010_d_en_5o22di4b.pdf,integrated report,True
Unknown_2021-202220SUNY20Oswego20Annual20Report-high-res20FINAL-ua_r0kz6tgl.pdf,annual report,True
Unknown_20201118_Life_science_in_Skane_a4ugm99z.pdf,other,False
Assura_PLC_LSE_AGR_2014_bos93e0e.pdf,integrated report,True
Regal_Corp_RHI_ESG_2020_10fo3ave.pdf,integrated report,True
Regional_REIT_Ltd_annualreport-2020_vnvywnri.pdf,annual report,False
Telefonica_Deutschland_Holding_AG_Corporate-Responsibility-Report-2019-Telefonica-Deutschland-en_y8hopfaz.pdf,sustainability report,True
Solara_Active_Pharma_Sciences_Limited_cd0e1411-974a-491c-ab18-9bb5c8e6dd09_05tlsghu.pdf,integrated report,True
Unknown_2020042300516_z8w33430.pdf,annual report,True
Portland_General_Electric_Co_2016-irp_4k1toj66.pdf,integrated report,False
Seed_Co_Ltd_Syngenta-AG-ESG-Report-2021_rc0033mt.pdf,sustainability report,True
Hills_Ltd_BHLB-2022-ESG-Report-ir_cukzmgmo.pdf,sustainability report,True
Edwards_Lifesciences_Corp_2518_1zii9065.pdf,sustainability report,True
Ansell_Ltd_02b3a823-3394-d144-ad39-d6b75f67862b_0mx6kpfs.pdf,integrated report,True
Home_Inns__Hotels_Management_Inc_Barclays_Bank_PLC_Annual_Report_202014_5lj1epic.pdf,other,False
Galliford_Try_Holdings_PLC_gt_ar21_210930_zzqx0eye.pdf,integrated report,True
Metair_Investment_Ltd_Metair20Annual20Report202014_w501mspi.pdf,integrated report,True
Qinetiq_Group_cad14d48d0dc4422b14547b43f8df06b_ton3pfvt.pdf,integrated report,True
Cominco_Ltd_2001_Teck_Sustainability_Report_4lnuhxwn.pdf,sustainability report,True
Summarecon_Agung_Tbk_PT_SMRA-Annual-Report-2019_emixm87z.pdf,annual report,True
Adani_Transmission_Ltd_5125990315_n3l2kxtp.pdf,other,True
Unknown_200420Bunce20et20al_5slw68cl.pdf,other,False
Ryder_System_Inc_127C3809D0E449EDAD0D5FE857C63F4F_zixlzp83.pdf,sustainability report,True
Unknown_1632746560527_UK20Rai20RFA202020_2ve43jdy.pdf,other,False
Unknown_202220Urban20Forest20Plan20-20single20page_2_qiu2gedx.pdf,sustainability report,True
MetLife_Insurance_Company_USA_2022-sustainability-report_vo5obnwh.pdf,integrated report,True
Nexen_Corp_2022-23_NEXENTIRE_ESG_report_ENG_rkuvq7ss.pdf,integrated report,True
NWS_Holdings_Ltd_NWS_SR2021__ENG_27jgmh6o.pdf,integrated report,True
Unknown_2012_annual_report_botce7d9.pdf,other,False
Southern_Copper_Corp_m2008i_pe6g06r6.pdf,annual report,True
Parker_Corporation_Parker20FY1320Sustainability20Report_6wsbhp03.pdf,sustainability report,True
Steirerobst_AG_agrana_GB_2004-05_e_1tjhz2wf.pdf,annual report,False
China_Jushi_Co_Ltd_downfile_zk1dqwyj.pdf,integrated report,True
Unknown_2022-sustainability-report_39honq80.pdf,sustainability report,True
Bank_Al-Jazira_BAJ_2012_Annual_Report_zfb5lzb1.pdf,annual report,False
Unknown_2010_halysg5q.pdf,integrated report,True
Unknown_2013-AF-Annual-report_6peeyrk4.pdf,other,False
Equiniti_Group_PLC_equiniti_annual_report_2013_sc3sfin8.pdf,annual report,False
Indraprastha_Medical_Corp_IMCL-Annual-Report-2021-22_wm0azpdc.pdf,integrated report,True
Avon_Protection_plc_LSE_AVON_2018_vl18pd8d.pdf,integrated report,True
Unknown_202020Ohio20Treasurer20Annual20Report201_y9weygfp.pdf,annual report,False
Dis-Chem_Pharmacies_Ltd__74gpygvx.pdf,integrated report,True
Furukawa_Battery_Co_Ltd_FB_Report_2021_SinglePagevie_a6ul0mto.pdf,integrated report,True
Adani_Total_Gas_Ltd_ATGL-Sustainability-Report-2022_caf7hzku.pdf,sustainability report,True
Britannia_Industries_Ltd_Annual-Report-2018-19_vi0aukkw.pdf,annual report,False
PT_Berlina_TBK_6-sustainability-report_4lglzztf.pdf,sustainability report,True
Absolute_Software_Corp_abt-csr-report_chc5albm.pdf,sustainability report,True
Tokyo_Seimitsu_Co_Ltd_eco_social_report_e_g31duz3z.pdf,sustainability report,True
Unknown_2022-esg-report_pax_4cpgfruz.pdf,integrated report,True
Gallant_Venture_Ltd_GV_Annual_Report_FY2021_5v52887k.pdf,integrated report,True
Unknown_2022_FIB_ESG-Report_FINAL_-041922_zjpot58v.pdf,integrated report,True
Unknown_2021_en_3ef6dv5e.pdf,sustainability report,True
TELUS_Corp_telus_csr_2008-en_ap4hsdf7.pdf,sustainability report,True
Bloomsbury_Publishing_Plc_annual-report-and-accounts-2022_iloc0z2m.pdf,integrated report,True
Unknown_20210629163302_3862_k4vfu2tq.pdf,sustainability report,True
Rapala_VMC_OYJ_2019_CORP_RESP_EN_1j91a20q.pdf,sustainability report,True
Telenet_Group_Holding_NV_06815ab0-e822-4d43-bf0d-33d560314790_6xgu4j6m.pdf,integrated report,True
Unknown_Accrelist20-20Sustainability20Report20FY2023_f2kz38gx.pdf,sustainability report,True
UNIQA_Insurance_Group_AG_UNIQA_KONZERNBERICHT_2015_Web_ENG_z6nikz02.pdf,annual report,False
Arcelormittal_SA_sustainability-report-2016_b7o1973o.pdf,integrated report,True
CIMIC_Group_Ltd_442d7ycz2hvk0t_ljtvtcmd.pdf,annual report,False
Bertelsmann_SE__Co_KGaA_bertelsmann-gri-report-2021-2_cv12of0m.pdf,integrated report,True
Repsol_SA_Corporate-responsibility-report-2006_tcm14-20961_5fphtqbn.pdf,sustainability report,True
Unknown_2022e_112-129_dr0dcxsq.pdf,sustainability report,True
Gudang_Garam_TBK_GGRM_AR_2013_vbavxyfc.pdf,annual report,False
Fortescue_Metals_Group_Ltd_fy20-sustainability-report_wi1a65xs.pdf,integrated report,True
Unknown_20221006_Guida-Operativa_m11smv3c.pdf,other,False
CenterPoint_Energy_Houston_Electric_LLC_CNP-Corporate-Responsbility-Report-2016_s76obkte.pdf,other,True
Baoding_Great_Wall_Holdings_Company_Limited_3b51269f35a59f84_jdo0w729.pdf,annual report,False
Healthway_Medical_Corp_Ltd_Healthway-Medical-Corporation-Limited_Annual-Report-2021_dutooym9.pdf,annual report,False
Solaria_Energia_Y_Medio_Ambiente_SA_Memoria-de-sostenibilidad-2021-UK-1_h28mzugt.pdf,sustainability report,True
Unknown_2018_AnnualReport_x4spl5z6.pdf,other,False
Brown-Forman_Corp_BF_scorecard_2013-14_eff8e9ye.pdf,sustainability report,True
Unknown_6a458c26bcb145eeb926cc39d7581091_1upfx44e.pdf,integrated report,True
Orion_Corp_orion_sustainability_report_2022_t15a1su2.pdf,sustainability report,True
Sky_Perfect_JSAT_Holdings_Inc_2021report_27qp2cae.pdf,integrated report,True
Slater__Gordon_Ltd_annual-report-11-12_4oab9zo7.pdf,annual report,True
IDFC_First_Bank_Ltd_Annual-Report-2020-21_ikz02uz4.pdf,other,False
Dabur_India_Ltd_3244-Dabur-IR-2019-20_eht5e9a9.pdf,integrated report,True
Info_Edge_India_Ltd_IEILAnnualReport2021_ffa74qn9.pdf,annual report,False
Ban_Leong_Technologies_Ltd_BLTL_Annual-Report_2021_w68clk9j.pdf,integrated report,True
Schneider_Corp_annual-report-2008_nu052hh1.pdf,integrated report,True
Unknown_adp07-sus-fr_95qx6prh.pdf,other,False
Osaka_Gas_Co_Ltd_csr2003_all_vmkra9wu.pdf,sustainability report,True
Chemtura_Corp_LXS_GB2018_EN_web_ngr8asjw.pdf,integrated report,True
LOTTE_Global_Logistics_Co_Ltd_lottefinechem_SR_eng_2015_tfry54nh.pdf,sustainability report,True
AMETEK_Inc_86f51b22-fde1-4f26-afc9-5a60c2a24431_fd0pue9s.pdf,sustainability report,True
Unknown_2021poscochemical_en_wr4au7x0.pdf,integrated report,True
Levi_Strauss__Co_2022-LSCo-Sustainability-Goals-Progress-Update_11jaupkw.pdf,sustainability report,True
Sarda_Energy__Minerals_Limited_Annual20Report202021-2022_je1im1lu.pdf,integrated report,True
MeGroup_Ltd_Photo-Me-International-plc-Annual-Report-2021_effk4yhu.pdf,annual report,False
Global_Resource_Corp_eco1999e_2dcbgi89.pdf,sustainability report,True
SBI_Life_Insurance_Company_Limited_annual-report-fy-2015-2016_0d8dj1ji.pdf,annual report,False
Target_Hospitality_Corp_2020_Target_Corporate-Responsibility-Report_2o9tantg.pdf,integrated report,True
Fast_Retailing_Co_Ltd_annual2005_ev1eraxx.pdf,annual report,False
Grandvision_NV_GrandVision_Annual_Report_2016_t7yk0kne.pdf,other,False
Devyani_International_Ltd_Annual-Report-2021-22_kjl3ljh4.pdf,annual report,False
Davey_Tree_Expert_Co_2020_corp-responsibility-summary_b2_j323xpsn.pdf,sustainability report,True
Northland_Power_Inc_Site_Investigation_Report_-_Appendix_B_itt18m3b.pdf,other,False
Aarti_Industries_Ltd_sustainibility-report-2020-2021_0feeszv6.pdf,sustainability report,True
CIE_Automotive_India_Limited_1e19a12e-4f0b-edb4-4410-385d2b0078ac_0ysik80e.pdf,annual report,False
Parker_Corporation_Impact-Report-2022_mdfyqa1l.pdf,sustainability report,True
Godrej_Consumer_Products_Limited_GCPL20Annual20Report_2015-16_hk43ja2m.pdf,other,False
Strabag_SE_A_Annual20Report202009_xzeupgu5.pdf,integrated report,True
Saputo_Inc_annualreport_2014_en_k2d1d8t5.pdf,annual report,False
Standard_Chartered_PLC_25559-09Su-5367390Y9159323240A-Gl_n3ikzofv.pdf,sustainability report,True
Atlantia_SPA_atlantia_2008_wgf9lix4.pdf,integrated report,True
Unknown_6fb957e4-2532-4385-90df-33d5f81b74c2_szv6400s.pdf,sustainability report,True
Jefferies_Financial_Group_Inc_JEF-2021-ESG-Report_ebyr480a.pdf,sustainability report,True
SBM_Offshore_NV_2011-Annual-Report3_06cv3fs3.pdf,integrated report,True
Qiagen_NV_bro_sustainability_2020_34xq1si8.pdf,sustainability report,True
Amorepacific_Corp_2015_AMOREPACIFIC_SR_ENG_qjf991dq.pdf,sustainability report,True
Tata_Power_Co_Ltd_92Annual-report-2010-11_o1m7xr7l.pdf,integrated report,True
Essential_Utilities_Inc_34ecde9c-8434-4849-a903-48114b59c681_f5v52887.pdf,integrated report,True
HUTCHMED_China_Limited_2019AR-Form20F_w2oxqd13.pdf,annual report,False
Celestica_Inc_CEL_SustainabilityReport2017_FINAL-online_p1f16p1v.pdf,sustainability report,True
Topps_Tiles_PLC_LSE_TPT_2010_x8b58ugx.pdf,annual report,False
National_Grid_plc_download_oxp8v2jf.pdf,integrated report,True
SPIE_2010_October_d000v2mx.pdf,other,True
KUKA_AG_kuka-annual-report-2019_3cerxgah.pdf,annual report,True
Unknown_2011_2012_ps1c4ya4.pdf,annual report,False
Unknown_230217_EASA20EAER202022_njfc7c48.pdf,sustainability report,True
FamilyMart_Co_Ltd_fm2014_nn8m7bfl.pdf,other,False
Seven_West_Media_Ltd_Seven-West-Media-Annual-Report-2021_06708av8.pdf,annual report,True
Acerinox_SA_Madrid_ACERINOX-INGLES-WEB_l7pvlk2d.pdf,integrated report,True
GEK_Terna_Holding_Real_Estate_Construction_Societe_Anonyme_CSR_REPORT_2016_ENG_11molwxf.pdf,integrated report,True
TKH_Group_NV_Annual_report_2015_jtln3d5t.pdf,integrated report,True
Sun_Life_Financial_Inc_Sustainability_Report_E_s9xpcknw.pdf,sustainability report,True
Power_Finance_Corporation_Limited_PFC_AR_202021_English_p7f05fuv.pdf,integrated report,True
Unknown_2022-MicroPort-ESG-Report_wogyafgd.pdf,sustainability report,True
SunOpta_Inc_SunOpta_CSR_2020_FNL_o0bmr2qv.pdf,sustainability report,True
Toyota_Motor_Credit_Corp_2022NAER_Final_4b9x5f84.pdf,sustainability report,True
Jaguar_Mining_Inc_jaguar_esg_eng_48sm5729.pdf,integrated report,True
Unknown_2023042000839_7o9kixm4.pdf,integrated report,True
Indo_Rama_Synthetics_India_Ltd_5002070319_2uuexld2.pdf,annual report,False
Unknown_2014_Annual_Review2_x8dqx8pb.pdf,integrated report,True
Peab_AB_ar-har-2016-eng_cut5ak29.pdf,integrated report,True
Hilton_Food_Group_PLC_Hilton-2022-Environmental-Social-and-Governance-Report_iqnr8wye.pdf,integrated report,True
Bio-Rad_Laboratories_Inc_Bio-Rad-CSR-2020_fn186bfy.pdf,integrated report,True
PT_Panca_Budi_Idaman_Tbk_103_162_34_102-SR20PBID20202120110422_7vhk3jq5.pdf,integrated report,True
Indraprastha_Gas_Limited_Annual_Report_2018-19_upgu5qj1.pdf,annual report,False
Kawasaki_Kisen_Kaisha_Ltd_22_houkokusyo_0q9kca21.pdf,integrated report,True
Garware_Technical_Fibres_Ltd_74494509557_l1rwpo3h.pdf,annual report,False
KNT-CT_Holdings_Co_Ltd_Kintetsu_Group_Integrated_Report_2022_english_single_1mc85xmw.pdf,integrated report,True
Siemens_Healthineers_AG_sustainability-report-fy2022_ccspxfes.pdf,integrated report,True
Reliance_Industries_Ltd_ril_sr2010_11_zq4u6rto.pdf,sustainability report,True
Unit_Corp_en_sustainability2022_53cnnog3.pdf,integrated report,True
Mazda_Ltd_2022e_all_31a5koag.pdf,sustainability report,True
ISG_PLC_sustainability20report202010_ty93c8al.pdf,integrated report,True
Monnalisa_SpA_2021_Annual-Report-Monnalisa-2021-ENG_zwkrma17.pdf,integrated report,True
Unknown_20220419164002405410215762_en_utzbr8gq.pdf,integrated report,True
Northrop_Grumman_Corp_2010-noc-csr-report_tfx4kk09.pdf,integrated report,True
Unknown_2014_all_en_3rmf01h9.pdf,integrated report,True
Unknown_2023-IME-Annual-Report_h4j87omn.pdf,other,False
Sparebank_1_Nord-Norge_Arsrapport_ENG_2013_915t73al.pdf,other,True
Unknown_2023-ecom-group-sustainability-report_v9oijjwu.pdf,sustainability report,True
Budimex_SA_ferrovial-integrated-annual-report-2022_lrkuvq7s.pdf,integrated report,True
Alibaba_Pictures_Group_Ltd_5bf385982121c_gf6s8h4p.pdf,integrated report,True
Titan_Company_Ltd_Titan20AR202013-14_64enrnmm.pdf,annual report,False
Black_Knight_Inc_2019_Sustainability_Report_x7b3cmhf.pdf,sustainability report,True
Bunge_Ltd_Bunge2010en_mbzriwrl.pdf,sustainability report,True
Unknown_01-2008-I-Minutes_h4x540a2.pdf,other,True
Ashtrom_Group_Ltd_Ashtrom-ESG-ENG-155-LOW_d8t5k6rc.pdf,integrated report,True
Energizer_Holdings_Inc_energizer-holdings-sustainability-report1_uqi1n89m.pdf,sustainability report,True
Bunge_Ltd_Bunge_RAS11_xp0uscgm.pdf,sustainability report,True
Embecta_Corp_BD_ESG-Report_2022_EN_ru9uf9px.pdf,sustainability report,True
Unknown_2020shzrbge_du8skzrn.pdf,integrated report,True
PT_Astra_International_TBK_AstraSR2009_ni8zcls2.pdf,sustainability report,True
Fnac_Darty_SA_Registration_document_2015_EN_Fnac_vpmcp7f0.pdf,annual report,True
Unknown_220613-pt-bank-hsbc-indonesia-annual-report-2021-en_4eb3foq7.pdf,integrated report,True
AIA_Engineering_Ltd_ANNUALREPORT19_20_7ta9u15v.pdf,annual report,False
Unknown_34_fx4kk09q.pdf,other,True
Frequentis_AG_00_COR_Annual_Report_2017_E_0518_tz59t97h.pdf,integrated report,True
Signature_Bank_2020_Signature_Bank_Social_Impact_Report_qmdqcshg.pdf,sustainability report,True
Unknown_20220331-dusit-or2021-en_f32zbnjc.pdf,annual report,False
ABC_Holdings_Limited_P020160316609968328069_w68f32zb.pdf,sustainability report,True
Telstra_Corporation_Ltd_2008-corporate-responsibility-report_kg372wg1.pdf,integrated report,True
Miwon_Holdings_Co_Ltd_download_5yf4ru3x.pdf,integrated report,True
Unknown_2016-julius-baer-corporate-sustainability-report-en_gtuteyko.pdf,sustainability report,True
Skistar_AB_4bc3751f-d7db-46c2-8212-564d5ca4f3bf_797xx3x3.pdf,integrated report,True
KION_Group_Gmbh_KION_Sustainability_Report_2021_EN_k9e8mkci.pdf,integrated report,True
Unknown_385_Migros20Group_221ag1mx.pdf,integrated report,True
Econocom_Group_SANV_Bruxelles_econocom_rapportannuel2018_en_4kdp4y21.pdf,integrated report,True
Unknown_2017_ul51uqii.pdf,annual report,False
Unknown_2013SustainabilityManagementPlan_od2vggbm.pdf,sustainability report,True
Unknown_2012csr_kj8xtv1x.pdf,sustainability report,True
Unknown_2014-annual-en_n7v9rtj6.pdf,annual report,False
Genuine_Parts_Co_GPC20202120Sustainability20Report20Update_7blyxbpb.pdf,sustainability report,True
Halfords_Group_PLC_LSE_HFD_2014_d4pwxrq1.pdf,integrated report,True
Cable__Wireless_Communications_PLC_Annual-report_k1ivrsv2.pdf,annual report,False
Unknown_4cf62aa3a9da49eed6ac67923a0323bf_ojzgvhiv.pdf,integrated report,True
Unknown_2022-JBS-SUSTAINABILITY-REPORT_3ef6dv5e.pdf,integrated report,True
Sarine_Technologies_Ltd_657553_Sarine20AR202020-20Final_3k054r4g.pdf,annual report,False
Fast_Retailing_Co_Ltd_csr2014_e_n2gxkor2.pdf,sustainability report,True
Acuity_Brands_Inc_earthlight-2021_4nu30ylp.pdf,integrated report,True
Norway_Royal_Salmon_AS_NRS_2019_Annual_report_siste_EN_808z26f5.pdf,integrated report,True
Unknown_886256_xu4npatq.pdf,integrated report,True
Highfield_Resources_Ltd_ASX_HFR_2016_p8f4wn8j.pdf,annual report,True
Maruha_Nichiro_Corp_13_Social_Value_ab7y5b02.pdf,integrated report,True
Compagnie_Des_Alpes_SA_cda_-_ddr_2018_-_version_angla_r4ocuzev.pdf,integrated report,True
Atco_Ltd_2019-atco-sustainability-report_1l076vxe.pdf,sustainability report,True
Target_Corp_2007_Target_Corporate-Responsibility-Report_i6l2pkdd.pdf,sustainability report,True
Rubis_SA_Paris_Rubis_URD_2020-UK_h2ej1j0j.pdf,integrated report,True
Arjo_AB_getinge_annual_report_2007_eng-en-global_u3cheakq.pdf,other,False
Mitel_Networks_Corp_fileField_c5vg7l36.pdf,other,False
GEO_Group_Inc_The_2021-Human-Rights-ESG-Report_zkt6tdd8.pdf,integrated report,True
Thyssenkrupp_AG_DuisburgEssen_thyssenkrupp_annual_report_2006_2007_0kkdnf7o.pdf,annual report,False
Regal_Corp_2022-Regal-Rexnord-Sustainability-Report_g85f316q.pdf,integrated report,True
